case_id,policy_id,condition_id,family,sampling_seed,score_status,valid_for_scoring,invalid_reasons,missing_scoring_inputs,missing_report_inputs,raw_directory,authoritative_directory,observation_delay_s,inference_delay_add_s,collision_coverage,sensor_uncertainty,observed_reach_before_closure,scored_reach_before_closure,observed_acquired,scored_acquired,observed_lifted,scored_lifted,observed_carried,scored_carried,observed_released_in_bin,scored_released_in_bin,observed_full_task,scored_full_task,observed_dropped,scored_dropped,observed_support_verified,scored_support_verified,support_required,support_telemetry_status,support_confirmation_s,packet_robot_contact_peak_n,packet_bin_contact_peak_n,event_reach_s,event_closure_s,event_acquisition_s,event_lift_s,event_carry_s,event_release_in_bin_s,event_full_task_s,event_first_drop_s,max_lift_m,carry_distance_m,final_inside_bin,final_contacts_unloaded,final_speed_m_s,final_angular_speed_rad_s,minimum_pad_midpoint_to_object_m,bilateral_contact_duration_s,pad_packet_normal_force_peak_n,reach_distance_before_first_additional_closure_m,first_additional_closing_command_s,stop_reason,ik_rejects,hold_duration_s,stale_plan_hold_rows,replans,plans_activated,inference_errors,execution_rows,collision_reported_count,pad_environment_force_peak_n,physics_clock_max_error_s,duration_s,runtime_status,first_stop_time_s,terminal_event_kinds,logged_safety_event_counts,placement_release_commits,placement_release_commit_times_s,placement_release_events,playback_cap_dwell_rows,playback_cap_dwell_s,last_release_phase,terminal_cause,physical_completion_before_later_stop,completion_to_later_stop_s,full_task_final_inside_and_unloaded,packet_robot_contact_final_n,packet_bin_contact_final_n,full_task_final_robot_unloaded_bin_supported,packet_robot_peak_over_100n,latency_native_count,latency_native_mean_s,latency_native_median_s,latency_native_p95_s,latency_native_max_s,latency_delivery_count,latency_delivery_mean_s,latency_delivery_median_s,latency_delivery_p95_s,latency_delivery_max_s,latency_activation_count,latency_activation_mean_s,latency_activation_median_s,latency_activation_p95_s,latency_activation_max_s,latency_wall_count,latency_wall_mean_s,latency_wall_median_s,latency_wall_p95_s,latency_wall_max_s,video_path,video_present,scene_video_path,scene_video_present,video_relative_path,scene_video_relative_path
teacher__placement_xp10_ym10mm__seed4243,teacher,placement_xp10_ym10mm,object_placement,4243,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_ym10mm__seed4243,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_ym10mm__seed4243,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,available,NA,5.633824169635773,0.0,6.736,8.068,10.668000000000001,NA,NA,NA,NA,NA,0.010429881513118744,0.0,False,True,2.6609216417586345e-07,0.0,0.002134052256733689,1.7359999999999989,2.8456783294677734,0.2525759676878532,1.58,safety_stop,0,0.0,0,19,18,0,2083,0,0.0,8.861124527470565e-07,18.656,completed,16.66,hitbox_exit_top,"{""hitbox_exit_top"": 1}",0,[],"[{""t"": 16.66, ""event"": ""safety_preempted""}]",15,0.120000000000001,unarmed,hitbox_exit_top,False,NA,False,0.0,0.0,False,False,19,0.867206856216255,0.7753155929967761,1.1970299344626252,1.3164862459525466,19,0.867206856216255,0.7753155929967761,1.1970299344626252,1.3164862459525466,18,0.8555555555555556,0.7760000000000011,1.2044,1.32,19,1.051034045362796,0.9609190929913893,1.3871495413826775,1.5047701040748507,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__placement_xp10_ym10mm__seed4243/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_ym10mm__seed4243/sim.mp4,True,../../video_reviews/teacher__placement_xp10_ym10mm__seed4243/policy_review.mp4,../rollouts/teacher__placement_xp10_ym10mm__seed4243/sim.mp4
teacher__placement_xp10_yp0mm__seed4242,teacher,placement_xp10_yp0mm,object_placement,4242,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp0mm__seed4242,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp0mm__seed4242,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,available,23.468,16.534974113106728,6.689225673675537,6.336,7.468,8.0,12.668000000000001,15.336,22.736,23.468,NA,0.3299710750579834,0.4146079193556334,True,True,5.10106382430742e-06,0.00010750222228847525,0.0,13.936,10.303833961486816,0.25270524174372744,1.484,safety_stop,0,0.0,0,36,35,0,3703,0,0.0,1.501679420812252e-06,31.616,completed,29.62,wrist_extension,"{""wrist_extension"": 1}",1,[22.7],"[{""t"": 22.7, ""event"": ""policy_release_committed""}, {""t"": 23.556, ""event"": ""measured_unloaded_open""}, {""t"": 29.62, ""event"": ""safety_preempted""}]",41,0.3279999999999994,waiting_for_close,wrist_extension,True,6.152000000000001,True,0.0,0.3430597074329853,True,False,36,0.8248613059824694,0.7746063739759848,1.186347152281087,1.2163293310441077,36,0.8248613059824694,0.7746063739759848,1.186347152281087,1.2163293310441077,35,0.8306285714285716,0.7760000000000034,1.1920000000000002,1.224,36,0.9912091051293019,0.9584048134274781,1.3705297919514123,1.4036921509541571,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__placement_xp10_yp0mm__seed4242/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp0mm__seed4242/sim.mp4,True,../../video_reviews/teacher__placement_xp10_yp0mm__seed4242/policy_review.mp4,../rollouts/teacher__placement_xp10_yp0mm__seed4242/sim.mp4
teacher__placement_xp10_yp0mm__seed4243,teacher,placement_xp10_yp0mm,object_placement,4243,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp0mm__seed4243,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp0mm__seed4243,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,available,NA,10.091809272766113,0.0,6.268,7.668,8.536,NA,NA,NA,NA,NA,0.016622789204120636,0.0,False,True,1.2417634328206646e-07,9.934107462565317e-07,0.0015867176462119586,2.259999999999998,5.463290214538574,0.252705256940075,1.444,safety_stop,0,0.0,0,18,17,0,1992,0,0.0,8.515343061787917e-07,17.928,completed,15.932,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 15.932, ""event"": ""safety_preempted""}]",23,0.18399999999999928,unarmed,wrist_extension,False,NA,False,0.0,0.0,False,False,18,0.8690066741611291,0.7806254920433275,1.1831088883220218,1.1876395599683747,18,0.8690066741611291,0.7806254920433275,1.1831088883220218,1.1876395599683747,17,0.8550588235294116,0.7839999999999998,1.1855999999999995,1.1919999999999984,18,1.0555001540730398,0.9652879135101102,1.3675094208214431,1.371996898087673,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__placement_xp10_yp0mm__seed4243/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp0mm__seed4243/sim.mp4,True,../../video_reviews/teacher__placement_xp10_yp0mm__seed4243/policy_review.mp4,../rollouts/teacher__placement_xp10_yp0mm__seed4243/sim.mp4
teacher__placement_xp10_yp10mm__seed4242,teacher,placement_xp10_yp10mm,object_placement,4242,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp10mm__seed4242,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp10mm__seed4242,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,available,24.336000000000002,31.477213859558105,7.3890814781188965,6.268,7.468,8.736,12.6,15.200000000000001,23.536,24.336000000000002,NA,0.3290773332118988,0.4117164206667127,True,True,0.0,6.208817164103874e-07,0.0,14.464,31.477214813232422,0.2531874341971999,1.428,safety_stop,0,0.0,0,37,36,0,3815,0,0.0,1.5444271284081879e-06,32.516,completed,30.516000000000002,wrist_extension,"{""wrist_extension"": 1}",1,[23.532],"[{""t"": 23.532, ""event"": ""policy_release_committed""}, {""t"": 24.428, ""event"": ""measured_unloaded_open""}, {""t"": 30.516000000000002, ""event"": ""safety_preempted""}]",23,0.1839999999999975,waiting_for_close,wrist_extension,True,6.18,True,0.0,0.3439527712762356,True,False,37,0.8124157002957135,0.7732532870722935,1.162271908367984,1.1731035549892113,37,0.8124157002957135,0.7732532870722935,1.162271908367984,1.1731035549892113,36,0.8168888888888889,0.7760000000000002,1.168,1.1759999999999984,37,0.977632208988448,0.9563821189804003,1.3489537481684237,1.3570665520383045,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__placement_xp10_yp10mm__seed4242/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp10mm__seed4242/sim.mp4,True,../../video_reviews/teacher__placement_xp10_yp10mm__seed4242/policy_review.mp4,../rollouts/teacher__placement_xp10_yp10mm__seed4242/sim.mp4
teacher__placement_xp10_yp10mm__seed4243,teacher,placement_xp10_yp10mm,object_placement,4243,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp10mm__seed4243,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp10mm__seed4243,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,available,NA,63.375356912612915,0.0,6.5360000000000005,8.468,10.8,13.4,15.736,NA,NA,NA,0.3553484082221985,0.1736201654885535,False,False,5.587935447693487e-06,7.858508493651224e-05,0.0,7.6,63.37535858154297,0.25318741868542277,1.476,safety_stop,0,0.0,0,20,19,0,2077,0,25.616235733032227,8.838325733506736e-07,18.608,completed,16.612000000000002,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 16.612000000000002, ""event"": ""safety_preempted""}]",0,0.0,holding,wrist_extension,False,NA,False,12.307027027010918,0.0,False,False,20,0.8190201260440517,0.7724262144765817,1.1878147317911498,1.2087925139348954,20,0.8190201260440517,0.7724262144765817,1.1878147317911498,1.2087925139348954,19,0.8261052631578947,0.7760000000000002,1.1944000000000001,1.216,20,0.995830893603852,0.957951096992474,1.3745331613230518,1.3940445720218122,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__placement_xp10_yp10mm__seed4243/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__placement_xp10_yp10mm__seed4243/sim.mp4,True,../../video_reviews/teacher__placement_xp10_yp10mm__seed4243/policy_review.mp4,../rollouts/teacher__placement_xp10_yp10mm__seed4243/sim.mp4
teacher__packet_friction_070__seed4242,teacher,packet_friction_070,packet_friction,4242,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_070__seed4242,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_070__seed4242,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,available,NA,7.856958091259003,0.0,6.268,7.4,7.936,NA,NA,NA,NA,NA,0.009119242429733276,0.0,False,True,0.0,4.967053731282364e-07,0.0,2.991999999999999,3.9411985874176025,0.2528239745208991,1.428,safety_stop,0,0.0,0,20,19,0,2217,0,0.0,9.370297178179499e-07,19.728,completed,17.732,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 17.732, ""event"": ""safety_preempted""}]",52,0.41600000000000037,unarmed,wrist_extension,False,NA,False,0.0,0.0,False,False,20,0.8945990878040903,0.7949464470148087,1.1651212508208117,1.1890187619719654,20,0.8945990878040903,0.7949464470148087,1.1651212508208117,1.1890187619719654,19,0.8833684210526315,0.7919999999999998,1.1608,1.168,20,1.076329667615937,0.971414651023224,1.3514064557501115,1.3712483800482005,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__packet_friction_070__seed4242/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_070__seed4242/sim.mp4,True,../../video_reviews/teacher__packet_friction_070__seed4242/policy_review.mp4,../rollouts/teacher__packet_friction_070__seed4242/sim.mp4
teacher__packet_friction_070__seed4243,teacher,packet_friction_070,packet_friction,4243,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_070__seed4243,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_070__seed4243,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,available,NA,11.35208249092102,0.0,6.6000000000000005,8.136000000000001,9.4,13.200000000000001,NA,NA,NA,15.536,0.2859771251678467,0.05783154759315214,False,True,5.268356063861398e-07,0.0,0.0,4.596,5.711133003234863,0.2528239592029284,1.484,safety_stop,0,0.0,0,20,19,0,2148,0,10.587437629699707,9.10811124299471e-07,19.176000000000002,completed,17.18,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 17.18, ""event"": ""safety_preempted""}]",16,0.1280000000000001,unarmed,wrist_extension,False,NA,False,0.0,0.0,False,False,20,0.8571853175992146,0.7733406019979157,1.1861095171829221,1.2207062779925764,20,0.8571853175992146,0.7733406019979157,1.1861095171829221,1.2207062779925764,19,0.8471578947368423,0.7760000000000007,1.1952,1.224,20,1.037740682659205,0.9615002435166389,1.3735550079029053,1.4086134630488232,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__packet_friction_070__seed4243/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_070__seed4243/sim.mp4,True,../../video_reviews/teacher__packet_friction_070__seed4243/policy_review.mp4,../rollouts/teacher__packet_friction_070__seed4243/sim.mp4
teacher__packet_friction_085__seed4242,teacher,packet_friction_085,packet_friction,4242,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_085__seed4242,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_085__seed4242,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,available,24.268,13.215617775917053,2.8638806343078613,6.268,7.468,7.936,12.468,14.8,23.6,24.268,NA,0.3133377730846405,0.4074551698776128,True,True,7.982764925275903e-07,0.0,0.0,14.131999999999998,7.565539836883545,0.2528239745208991,1.428,safety_stop,0,0.0,0,37,36,0,3788,0,5.78009033203125,1.5339776879841338e-06,32.296,completed,30.3,wrist_extension,"{""wrist_extension"": 1}",1,[23.54],"[{""t"": 23.54, ""event"": ""policy_release_committed""}, {""t"": 24.428, ""event"": ""measured_unloaded_open""}, {""t"": 30.3, ""event"": ""safety_preempted""}]",26,0.2079999999999984,waiting_for_close,wrist_extension,True,6.032,True,0.0,0.3433256074786186,True,False,37,0.8127069388157562,0.7725956119829789,1.170237213000655,1.1885666140588,37,0.8127069388157562,0.7725956119829789,1.170237213000655,1.1885666140588,36,0.8173333333333335,0.776,1.172,1.1920000000000002,37,0.9738187939085922,0.9556198139907792,1.3566906230291351,1.3727988828904927,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__packet_friction_085__seed4242/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_085__seed4242/sim.mp4,True,../../video_reviews/teacher__packet_friction_085__seed4242/policy_review.mp4,../rollouts/teacher__packet_friction_085__seed4242/sim.mp4
teacher__packet_friction_085__seed4243,teacher,packet_friction_085,packet_friction,4243,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_085__seed4243,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_085__seed4243,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,available,NA,8.718406677246094,0.0,6.0680000000000005,7.468,8.468,NA,NA,NA,NA,NA,0.013123653829097748,0.0,False,True,0.0,1.3170890159654375e-06,0.0,2.460000000000001,4.6196794509887695,0.2528239745208991,1.468,safety_stop,0,0.0,0,19,18,0,2030,0,0.0,8.659735328819806e-07,18.232,completed,16.236,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 16.236, ""event"": ""safety_preempted""}]",40,0.3200000000000003,unarmed,wrist_extension,False,NA,False,0.0,0.0,False,False,19,0.8821195536293089,0.7793977719265968,1.184997717256192,1.207579305046238,19,0.8821195536293089,0.7793977719265968,1.184997717256192,1.207579305046238,18,0.8715555555555556,0.7800000000000007,1.1876,1.208,19,1.067681136057026,0.9708570179063827,1.3711071548168547,1.3943529200041667,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__packet_friction_085__seed4243/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_085__seed4243/sim.mp4,True,../../video_reviews/teacher__packet_friction_085__seed4243/policy_review.mp4,../rollouts/teacher__packet_friction_085__seed4243/sim.mp4
teacher__packet_friction_115__seed4242,teacher,packet_friction_115,packet_friction,4242,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_115__seed4242,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_115__seed4242,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,available,NA,10.339099049568176,0.0,6.4,7.4,7.936,13.136000000000001,NA,NA,NA,13.868,0.06655125319957733,0.000725435345294878,False,True,2.3283064365386942e-07,2.46404792281295e-06,0.0,4.127999999999998,5.212687015533447,0.2528239745208991,1.428,safety_stop,0,0.0,0,19,18,0,2097,0,0.0,8.914321654174273e-07,18.768,completed,16.772000000000002,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 16.772000000000002, ""event"": ""safety_preempted""}]",25,0.20000000000000107,unarmed,wrist_extension,False,NA,False,0.0,0.0,False,False,19,0.862124316841609,0.7808552890783176,1.1653826462104917,1.1851263350108638,19,0.862124316841609,0.7808552890783176,1.1653826462104917,1.1851263350108638,18,0.8488888888888888,0.7800000000000007,1.1544,1.168,19,1.0445226142550574,0.972088913898915,1.3494919543620199,1.367261664941907,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__packet_friction_115__seed4242/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_115__seed4242/sim.mp4,True,../../video_reviews/teacher__packet_friction_115__seed4242/policy_review.mp4,../rollouts/teacher__packet_friction_115__seed4242/sim.mp4
teacher__packet_friction_115__seed4243,teacher,packet_friction_115,packet_friction,4243,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_115__seed4243,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_115__seed4243,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,available,NA,12.42943787574768,0.0,6.0680000000000005,7.468,8.468,NA,NA,NA,NA,NA,0.014009252190589905,0.0,False,True,3.512237375907703e-06,1.656719056780866e-05,0.0,2.596000000000002,6.561012268066406,0.2528239592029284,1.476,safety_stop,0,0.0,0,18,17,0,2004,0,0.0,8.560940614188439e-07,18.024,completed,16.028,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 16.028, ""event"": ""safety_preempted""}]",32,0.2559999999999967,unarmed,wrist_extension,False,NA,False,0.0,0.0,False,False,18,0.8659818725039562,0.7755356159759685,1.1951291532779578,1.2111554910661653,18,0.8659818725039562,0.7755356159759685,1.1951291532779578,1.2111554910661653,17,0.8550588235294119,0.7760000000000016,1.2032,1.216,18,1.0512002048328415,0.9597675250261091,1.3864059837709646,1.3970691019203514,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__packet_friction_115__seed4243/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__packet_friction_115__seed4243/sim.mp4,True,../../video_reviews/teacher__packet_friction_115__seed4243/policy_review.mp4,../rollouts/teacher__packet_friction_115__seed4243/sim.mp4
teacher__camera_x_m2deg__seed4242,teacher,camera_x_m2deg,camera,4242,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__camera_x_m2deg__seed4242,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__camera_x_m2deg__seed4242,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,available,NA,5.905179142951965,0.0,6.268,7.4,7.936,NA,NA,NA,NA,NA,0.014740914106369019,0.0,False,True,3.7252902984619935e-07,0.0,0.0,2.663999999999998,3.2440097332000732,0.2528239745208991,1.428,safety_stop,0,0.0,0,19,18,0,2137,0,0.0,9.066313495509348e-07,19.088,completed,17.092,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 17.092, ""event"": ""safety_preempted""}]",43,0.34399999999999764,unarmed,wrist_extension,False,NA,False,0.0,0.0,False,False,19,0.8795788005349765,0.7872537929797545,1.1650347364600748,1.1859979900764301,19,0.8795788005349765,0.7872537929797545,1.1650347364600748,1.1859979900764301,18,0.8666666666666667,0.7840000000000003,1.1476,1.168,19,1.0601375865884812,0.9657014339463785,1.3535306194564327,1.3688826790312305,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__camera_x_m2deg__seed4242/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__camera_x_m2deg__seed4242/sim.mp4,True,../../video_reviews/teacher__camera_x_m2deg__seed4242/policy_review.mp4,../rollouts/teacher__camera_x_m2deg__seed4242/sim.mp4
teacher__camera_x_m2deg__seed4243,teacher,camera_x_m2deg,camera,4243,scored,True,,,,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__camera_x_m2deg__seed4243,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__camera_x_m2deg__seed4243,0.0,0.0,partial: pad contacts and reported events; no whole-robot collision certification,Uncalibrated tactile and wrist proxies; visual/contact geometry estimated,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,available,NA,5.283014535903931,0.0,6.2,7.936,9.136000000000001,NA,NA,NA,NA,NA,0.013240575790405273,0.0,False,True,1.2417634328206646e-07,3.1019240609797502e-06,0.0,2.195999999999998,2.665452718734741,0.2528239592029284,1.476,safety_stop,0,0.0,0,18,17,0,1942,0,8.08334732055664,8.325353277882641e-07,17.528,completed,15.532,wrist_extension,"{""wrist_extension"": 1}",0,[],"[{""t"": 15.532, ""event"": ""safety_preempted""}]",14,0.1120000000000001,unarmed,wrist_extension,False,NA,False,0.0,0.0,False,False,18,0.8657689681147329,0.7742361580021679,1.1870869785896503,1.208256225916557,18,0.8657689681147329,0.7742361580021679,1.1870869785896503,1.208256225916557,17,0.8536470588235294,0.7760000000000002,1.1904000000000001,1.216,18,1.0479233687187337,0.964227557531558,1.3746811724617145,1.3923532129265368,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/video_reviews/teacher__camera_x_m2deg__seed4243/policy_review.mp4,True,/home/physicalai/phantom-icra-2027/sim/waffles/runs/teacher_pick_place_v1/campaign/rollouts/teacher__camera_x_m2deg__seed4243/sim.mp4,True,../../video_reviews/teacher__camera_x_m2deg__seed4243/policy_review.mp4,../rollouts/teacher__camera_x_m2deg__seed4243/sim.mp4
